,admin_id,gid,admin_name,ctry_id,ctry_name,prod.barley.sum,prod.cabbage.sum,prod.carrot.sum,prod.chickpea.sum,prod.cotton.sum,prod.cowpea.sum,prod.groundnut.sum,prod.maize.sum,prod.millet.sum,prod.oats.sum,prod.onion.sum,prod.pigeonpea.sum,prod.rapeseed.sum,prod.rice.sum,prod.rye.sum,prod.sorghum.sum,prod.soybean.sum,prod.sugarbeet.sum,prod.sunflower.sum,prod.sweetpotato.sum,prod.tobacco.sum,prod.tomato.sum,prod.wheat.sum,prod.whitepotato.sum,prod.yam.sum,prod.rank.1,prod.rank.2,prod.rank.3,prod.rank.4,prod.rank.5,prod.sums,prod.barley.prop,prod.cabbage.prop,prod.carrot.prop,prod.chickpea.prop,prod.cotton.prop,prod.cowpea.prop,prod.groundnut.prop,prod.maize.prop,prod.millet.prop,prod.oats.prop,prod.onion.prop,prod.pigeonpea.prop,prod.rapeseed.prop,prod.rice.prop,prod.rye.prop,prod.sorghum.prop,prod.soybean.prop,prod.sugarbeet.prop,prod.sunflower.prop,prod.sweetpotato.prop,prod.tobacco.prop,prod.tomato.prop,prod.wheat.prop,prod.whitepotato.prop,prod.yam.prop,prod.sumprops
1,152,20486,Aragatsotn,12,ARMENIA,6448.726455,5888.008998,946.7246823,0,0,0,0,657.2923371,0,85.05973935,2318.520521,0,0,0,17.15593401,0,0,3.243769279,0,0,154.7537648,10274.64198,18713.83984,36131.61664,0,whitepotato,wheat,tomato,barley,cabbage,81639.58467,0.078990192,0.072121986,0.011596393,0,0,0,0,0.008051147,0,0.001041893,0.028399465,0,0,0,0.000210142,0,0,3.97E-05,0,0,0.001895573,0.125853678,0.229225074,0.442574724,0,1
2,153,20582,Ararat,12,ARMENIA,6787.964816,7750.969084,1149.116685,0,0,0,0,691.8695146,0,89.53434893,3174.092557,0,0,0,18.10377786,0,0,3.437540331,0,0,162.8946648,14787.60839,19752.624,37945.50879,0,whitepotato,wheat,tomato,cabbage,barley,92313.72416,0.073531481,0.083963345,0.012447951,0,0,0,0,0.007494763,0,0.000969892,0.034383756,0,0,0,0.000196111,0,0,3.72E-05,0,0,0.001764577,0.160188623,0.213972778,0.411049485,0,1
3,154,20513,Armavir,12,ARMENIA,9508.246145,10266.82796,1566.95055,0,0.181873962,0,0,900.6633428,0,121.7538113,4122.076516,0,0.355710119,0,31.2062264,0,0,1288.124556,0.008985658,0,211.4366524,21707.85993,26261.90717,49467.94579,0,whitepotato,wheat,tomato,cabbage,barley,125455.5452,0.075789764,0.081836382,0.012490086,0,1.45E-06,0,0,0.007179143,0,0.000970494,0.03285687,0,2.84E-06,0,0.000248743,0,0,0.010267578,7.16E-08,0,0.001685351,0.173032287,0.209332374,0.394306571,0,1
4,155,20407,Geghark'unik',12,ARMENIA,7936.422091,7866.123038,1216.196399,0,76.93843842,0,0,850.6856129,0.001181325,103.0170133,3190.956065,0,0,10.65001249,21.02971214,0.001683385,0.0598437,44.71090598,3.431299329,0,194.8463033,14413.7341,23409.65039,44020.12467,0,whitepotato,wheat,tomato,barley,cabbage,103358.5788,0.076785325,0.076105178,0.011766768,0,0.000744384,0,0,0.008230431,1.14E-08,0.000996695,0.030872677,0,0,0.000103039,0.000203464,1.63E-08,5.79E-07,0.000432581,3.32E-05,0,0.001885149,0.139453679,0.22648967,0.425897155,0,1
5,156,20502,Kotayk',12,ARMENIA,5890.129135,5981.079132,923.9667635,0,0,0,0,600.3567977,0,77.69175082,2402.537893,0,0,0,15.66749071,0,0,2.961579131,0,0,141.3487831,10927.10223,17089.97873,33006.39166,0,whitepotato,wheat,tomato,cabbage,barley,77059.21194,0.076436405,0.077616666,0.011990348,0,0,0,0,0.00779085,0,0.001008208,0.031177816,0,0,0,0.000203318,0,0,3.84E-05,0,0,0.001834288,0.141801375,0.221777232,0.428325061,0,1
6,157,20284,Lorri,12,ARMENIA,8013.968029,4168.827246,856.8575044,0,0.013405885,0,0.295805264,1480.230608,0,112.993126,1369.793523,0,0,0,22.22897977,0,3.596242905,8.484368326,26.29869366,0,193.5353716,4601.309214,24473.77921,40561.49335,0,whitepotato,wheat,barley,tomato,cabbage,85893.70467,0.093300994,0.048534724,0.009975789,0,1.56E-07,0,3.44E-06,0.017233284,0,0.0013155,0.015947543,0,0,0,0.000258796,0,4.19E-05,9.88E-05,0.000306177,0,0.002253196,0.053569807,0.284931001,0.472228943,0,1
7,158,20441,Shirak,12,ARMENIA,6700.827037,3586.504402,720.1593345,0,0.019223757,0,0.424178511,1634.289107,0,98.83525243,1178.298843,0,0,0,20.15831856,0,5.156937122,9.094663918,67.64059448,0,162.5524663,4036.234755,23964.00732,27878.23294,0,whitepotato,wheat,barley,tomato,cabbage,70062.43537,0.095640795,0.051190119,0.010278822,0,2.74E-07,0,6.05E-06,0.023326182,0,0.001410674,0.01681784,0,0,0,0.000287719,0,7.36E-05,0.000129808,0.000965433,0,0.002320109,0.057609113,0.342037887,0.397905565,0,1
8,159,20856,Syunik',12,ARMENIA,14474.42967,15878.97658,2327.586155,0,437.7647858,0,0,1712.917457,0.00672151,181.4427125,6755.368345,0,0,60.59650707,38.49461326,0.009578133,0.340499047,239.2003644,19.52342772,0,372.3377019,31097.6408,44715.92125,77664.6928,0,whitepotato,wheat,tomato,cabbage,barley,195977.25,0.073857704,0.081024591,0.011876818,0,0.002233753,0,0,0.008740389,3.43E-08,0.000925836,0.034470166,0,0,0.000309202,0.000196424,4.89E-08,1.74E-06,0.001220552,9.96E-05,0,0.001899903,0.158679851,0.228168939,0.396294431,0,1
9,160,20309,Tavush,12,ARMENIA,3299.611863,1663.487726,351.8610296,0,0,0,0,336.3159636,0,43.52241163,549.0592663,0,0,0,8.776826262,0,0,1.659057337,0,0,79.18266712,1806.48365,9573.694649,18489.96526,0,whitepotato,wheat,barley,tomato,cabbage,36203.62037,0.091140384,0.045948104,0.009718946,0,0,0,0,0.009289567,0,0.001202156,0.015165866,0,0,0,0.00024243,0,0,4.58E-05,0,0,0.002187148,0.049897873,0.264440256,0.510721444,0,1
10,161,20631,Vayots' Dzor,12,ARMENIA,5152.248665,5852.730596,866.4479732,0,20.55103874,0,0,536.3017921,0.000315544,67.5140711,2408.6136,0,0,2.844726801,13.68316986,0.000449649,0.015984861,13.46741436,0.91653496,0,124.8144537,11203.77501,15051.19917,28750.53616,0,whitepotato,wheat,tomato,cabbage,barley,70065.66113,0.073534576,0.083532083,0.012366228,0,0.000293311,0,0,0.007654274,4.50E-09,0.000963583,0.03437652,0,0,4.06E-05,0.000195291,6.42E-09,2.28E-07,0.000192211,1.31E-05,0,0.001781393,0.159903936,0.21481563,0.410337042,0,1
11,162,20503,Yerevan City,12,ARMENIA,398.8022251,455.3800592,67.51218581,0,0,0,0,40.64828384,0,5.260265827,186.4823003,0,0,0,1.060796876,0,0,0.200519287,0,0,9.570285022,868.792305,1157.109108,2234.759811,0,whitepotato,wheat,tomato,cabbage,barley,5425.578146,0.073504098,0.08393208,0.012443316,0,0,0,0,0.007491973,0,0.000969531,0.034370955,0,0,0,0.000195518,0,0,3.70E-05,0,0,0.00176392,0.160128982,0.213269273,0.411893397,0,1
12,274,39485,Chuquisaca,27,BOLIVIA,4932.808372,1115.925318,2822.039239,25.25085697,1808.022191,0,1053.279113,88901.65928,0,361.4010042,3947.045278,0,0,1348.646085,15.58378847,3426.214655,3213.761698,0,3428.001315,1092.628041,76.90413047,2230.205437,1396.599759,112291.1831,0,whitepotato,maize,barley,onion,sunflower,233487.1587,0.02112668,0.004779386,0.012086486,0.000108147,0.007743562,0,0.004511079,0.380756097,0,0.001547841,0.016904764,0,0,0.005776104,6.67E-05,0.014674103,0.01376419,0,0.014681755,0.004679607,0.000329372,0.009551726,0.005981484,0.480930873,0,1
13,275,38749,Cochabamba,27,BOLIVIA,4522.560911,1023.11703,2587.338374,23.15081614,1662.880731,0,965.68093,51174.91167,0,331.344327,3618.780904,0,0,11938.94272,14.28772963,3281.316313,20040.16364,0,3306.302858,1001.757319,70.50823568,5334.315614,24871.80182,166565.9369,0,whitepotato,maize,wheat,soybean,rice,302335.0988,0.014958769,0.00338405,0.00855785,7.66E-05,0.005500125,0,0.003194075,0.169265533,0,0.001095951,0.011969437,0,0,0.039489106,4.73E-05,0.010853243,0.066284608,0,0.010935888,0.003313401,0.000233212,0.017643719,0.082265678,0.550931524,0,1
14,276,37682,El Beni,27,BOLIVIA,1118.63184,251.8469477,636.8902605,5.698724852,25.46373301,0,150.1252607,11712.65168,0,81.6757082,892.7776497,0,0.091622548,21036.54831,3.523305079,50.24687687,525.1958137,0,54.1307385,227.9519319,16.88914975,325.9568374,310.5565794,2507.419201,0.567785919,rice,maize,whitepotato,barley,onion,39934.83996,0.028011427,0.006306447,0.015948236,0.000142701,0.000637632,0,0.003759255,0.293294068,0,0.002045224,0.022355859,0,2.29E-06,0.52677182,8.82E-05,0.001258222,0.013151319,0,0.001355477,0.005708097,0.000422918,0.008162217,0.007776583,0.062787761,1.42E-05,1
15,277,37646,La Paz,27,BOLIVIA,5266.234842,1186.41367,3001.012548,26.91293894,1631.040791,0,1123.861246,26190.0446,0,384.1238245,4201.64482,0,0,18550.88295,16.55509711,3.613808951,64.20286996,0,2.291440668,1184.502274,82.13030439,8013.475481,4548.68871,189795.9629,0,whitepotato,maize,rice,tomato,barley,265273.5951,0.019852088,0.004472415,0.011312896,0.000101454,0.006148523,0,0.004236612,0.098728426,0,0.001448029,0.015838911,0,0,0.069931133,6.24E-05,1.36E-05,0.000242025,0,8.64E-06,0.00446521,0.000309606,0.030208342,0.01714716,0.715472502,0,1
16,278,38888,Oruro,27,BOLIVIA,1212.001826,274.1852967,693.3812309,6.204190946,0,0,258.7929882,1687.459461,0,88.79701917,969.7976861,0,0,432.3288653,3.828970977,0,0,0,0.74580365,268.4611053,18.89551351,225.6765527,1213.744454,37406.06436,0,whitepotato,maize,wheat,barley,onion,44760.36532,0.027077568,0.006125627,0.015490965,0.000138609,0,0,0.005781744,0.037699859,0,0.001983831,0.021666438,0,0,0.009658743,8.55E-05,0,0,0,1.67E-05,0.005997742,0.000422148,0.005041884,0.0271165,0.835696136,0,1
17,279,37056,Pando,27,BOLIVIA,456.0637113,103.1730832,260.9121679,2.334572683,14.8259726,0,133.8580506,6622.713143,0,33.41339727,364.9248088,0,0,6610.645374,1.440802084,0.032855598,0.583998816,0,5.633987862,138.4935418,6.666471496,250.9999065,19.61971276,404.3625452,0,maize,rice,barley,whitepotato,onion,15430.6981,0.029555611,0.006686223,0.016908643,0.000151294,0.00096081,0,0.008674789,0.429190766,0,0.002165385,0.023649274,0,0,0.428408704,9.34E-05,2.13E-06,3.78E-05,0,0.000365116,0.008975196,0.000432027,0.01626627,0.001271473,0.026205071,0,1
18,280,39697,Potosi,27,BOLIVIA,3184.1881,720.6769082,1822.020135,16.29605914,0.910440288,0,679.7249754,23287.09293,0,233.2878446,2549.550461,0,0.389112771,791.8799401,10.05830691,0.261628278,154.0235271,26.50366974,0.345858275,705.1845551,49.64043049,306.0671764,20098.23773,145658.9394,0,whitepotato,maize,wheat,barley,onion,200295.2792,0.01589747,0.003598072,0.00909667,8.14E-05,4.55E-06,0,0.003393615,0.116263813,0,0.00116472,0.012728959,0,1.94E-06,0.003953563,5.02E-05,1.31E-06,0.000768982,0.000132323,1.73E-06,0.003520725,0.000247836,0.00152808,0.100343043,0.727221031,0,1
19,281,37743,Santa Cruz,27,BOLIVIA,37982.85792,8581.941315,21705.67633,194.1898534,60806.20686,0,8939.963469,290672.6785,0,2725.564962,30373.24475,0,0.620545331,227043.7853,119.9014974,119991.3612,1082377.326,0,120870.5751,8410.612036,591.8868614,88368.29478,66851.73844,49419.26503,3.845525891,soybean,maize,rice,sunflower,sorghum,2226031.536,0.017063037,0.003855265,0.00975084,8.72E-05,0.027315968,0,0.004016099,0.130578868,0,0.001224405,0.013644571,0,2.79E-07,0.101994865,5.39E-05,0.053903711,0.486236295,0,0.05429868,0.003778299,0.000265893,0.039697683,0.030031802,0.022200613,1.73E-06,1
20,282,39426,Tarija,27,BOLIVIA,2557.219458,577.9303868,1468.552261,13.09045799,428.5840894,0,545.780644,66661.21357,0.162359831,189.1614438,2044.843978,0,0,2610.646732,8.380763516,126.4411441,26830.33103,0,2.416473992,567.835065,39.85421479,1684.337478,5647.69417,57361.83896,0,maize,whitepotato,soybean,wheat,rice,169366.3147,0.015098749,0.00341231,0.008670864,7.73E-05,0.002530516,0,0.003222486,0.393591923,9.59E-07,0.001116878,0.012073499,0,0,0.015414203,4.95E-05,0.000746554,0.158415982,0,1.43E-05,0.003352704,0.000235314,0.009944938,0.03334603,0.338685051,0,1
21,481,28204,Ayeyarwady,38,BURMA,0,0,0,13642.61402,18072.77767,9189.733537,79442.86357,19821.37707,18500.25632,0,52166.1632,30408.35458,0,6934023.375,0,0,10797.77297,0,24684.0874,4281.446827,5457.045979,0,11465.37881,33069.28062,0,rice,groundnut,onion,whitepotato,pigeonpea,7265022.527,0,0,0,0.001877849,0.002487642,0.001264928,0.010934978,0.00272833,0.002546483,0,0.007180454,0.004185583,0,0.954439349,0,0,0.001486268,0,0.003397662,0.000589323,0.00075114,0,0.001578161,0.004551848,0,1
22,482,28088,Bago,38,BURMA,0,0,0,13618.62699,34570.40932,9173.575718,91139.86819,4760.034371,18467.72834,0,52074.44244,30354.88925,0,3476541.957,0,0,4930.987674,0,24640.6867,4273.918998,5447.451153,0,11445.21986,35578.06886,0,rice,groundnut,onion,whitepotato,cotton,3817017.865,0,0,0,0.003567871,0.009056916,0.002403336,0.023877244,0.001247056,0.004838261,0,0.013642703,0.007952514,0,0.910800546,0,0,0.001291843,0,0.006455481,0.001119701,0.001427148,0,0.002998472,0.009320907,0,1
23,483,25820,Chin,38,BURMA,0,0,0.026252287,3179.782603,4029.929846,2139.353638,14812.33341,42807.8686,4775.087653,0,12148.39577,7434.785821,0,84987.62413,0,0,460.2966757,0,5748.348455,765.11116,944.5473528,0,3902.134945,7266.484967,0,rice,maize,groundnut,onion,pigeonpea,195402.1113,0,0,1.34E-07,0.016273021,0.020623778,0.010948467,0.075804367,0.219075773,0.024437237,0,0.062171262,0.038048646,0,0.434937082,0,0,0.002355638,0,0.029418047,0.003915573,0.004833865,0,0.019969769,0.037187341,0,1
24,484,25958,Kachin,38,BURMA,0,0,0,6641.247814,9526.69024,4490.385693,23237.91378,6800.285356,10368.55878,0,25448.28176,13689.23328,0,490501.4112,0,0,5806.966479,0,20532.26368,3126.69994,2027.021183,0,8079.816291,10192.68709,0,rice,onion,groundnut,sunflower,pigeonpea,640469.4625,0,0,0,0.010369343,0.014874542,0.007011085,0.036282626,0.010617657,0.016188998,0,0.039733794,0.021373749,0,0.765846679,0,0,0.009066734,0,0.032058146,0.004881888,0.003164899,0,0.012615459,0.0159144,0,1
25,485,27677,Kayah,38,BURMA,0,0,0,475.0197939,1031.328707,319.9757222,3247.6739,10739.03397,644.1571858,0,1816.364513,1058.783173,0,78684.55259,0,0,1937.912309,0,859.4709237,149.0749481,190.0079319,0,399.2110237,1255.867236,0,rice,maize,groundnut,soybean,onion,102808.4339,0,0,0,0.004620436,0.010031557,0.003112349,0.031589567,0.104456741,0.006265606,0,0.017667466,0.010298602,0,0.765351145,0,0,0.018849741,0,0.008359926,0.001450026,0.001848175,0,0.003883057,0.012215605,0,1
26,486,28142,Kayin,38,BURMA,0.486103535,6.106035948,0,4015.373573,12381.80269,2704.775875,27519.24323,7162.949738,5445.103166,0,15361.58891,8949.963898,0,541765.6702,0,3.925363541,3263.19019,0,7265.492653,1260.14035,1608.193727,6.26695776,3374.576707,11417.27184,0,rice,groundnut,onion,cotton,whitepotato,653512.1213,7.44E-07,9.34E-06,0,0.006144299,0.018946554,0.00413883,0.042109767,0.010960699,0.008332061,0,0.023506204,0.013695177,0,0.829006307,0,6.01E-06,0.004993312,0,0.01111761,0.001928259,0.002460848,9.59E-06,0.005163755,0.017470635,0,1
27,487,27602,Magway,38,BURMA,0,0,0,14835.11975,18717.81819,9993.011315,81570.21294,66557.20285,20117.37033,0,56726.026,33140.52523,0,735213.4707,0,0,2831.740801,0,26841.73189,4102.054352,5156.415668,0,13643.29583,35367.65339,0,rice,groundnut,maize,onion,whitepotato,1124813.649,0,0,0,0.013188958,0.016640817,0.008884148,0.072518868,0.05917176,0.01788507,0,0.050431488,0.029463125,0,0.653631356,0,0,0.00251752,0,0.02386327,0.003646875,0.00458424,0,0.012129383,0.031443123,0,1
28,488,27500,Mandalay,38,BURMA,0,0,0,14365.59951,20979.19026,9676.740255,88350.67681,34356.52553,19502.52337,0,54930.69059,32019.8347,0,1066149.708,0,0,9794.971612,0,31425.09245,4869.03183,5415.250224,0,13398.58336,35316.85159,0,rice,groundnut,onion,whitepotato,maize,1440551.27,0,0,0,0.009972293,0.014563307,0.006717387,0.061331157,0.023849568,0.013538236,0,0.038131715,0.022227487,0,0.740098412,0,0,0.006799461,0,0.02181463,0.003379978,0.003759151,0,0.009301011,0.024516206,0,1
29,489,28074,Mon,38,BURMA,0.385357648,4.840548515,0,2653.878857,7807.375232,1787.666141,18426.18041,99.93221274,3598.829295,0,10153.94768,5915.295166,0,1014031.714,0,3.111824989,1292.323393,0,4802.021785,832.86393,1063.172148,4.968119621,2230.359901,7138.65662,0,rice,groundnut,onion,cotton,whitepotato,1081847.523,3.56E-07,4.47E-06,0,0.002453099,0.007216706,0.00165242,0.017032142,9.24E-05,0.003326559,0,0.009385747,0.005467772,0,0.937314818,0,2.88E-06,0.001194552,0,0.004438723,0.000769853,0.000982738,4.59E-06,0.002061621,0.006598579,0,1
30,490,27335,Rakhine,38,BURMA,0.701945305,16.52181625,0,5772.308768,7582.125661,3885.650493,27620.57621,542.4126057,7827.920638,0,22078.76748,12857.79226,33.54588318,1214180.462,0,0.133843899,7.158120513,0,10437.05302,1603.661049,1950.958707,14.87921047,7020.656035,13952.01879,0,rice,groundnut,onion,whitepotato,pigeonpea,1337385.305,5.25E-07,1.24E-05,0,0.004316115,0.005669365,0.002905408,0.020652669,0.000405577,0.005853153,0,0.016508905,0.009614127,2.51E-05,0.90787633,0,1.00E-07,5.35E-06,0,0.007804073,0.001199102,0.001458786,1.11E-05,0.005249539,0.010432311,0,1
31,491,25830,Sagaing,38,BURMA,0,0,0,16814.60755,16017.12813,11318.98294,87376.96055,67529.74462,24816.65124,0,64265.9808,38729.06772,0,657143.0509,0,0,5375.903798,0,45175.89791,6728.427505,4665.674398,0,16568.40159,35980.90207,0,rice,groundnut,maize,onion,sunflower,1098507.382,0,0,0,0.015306777,0.014580811,0.010303966,0.079541532,0.061474093,0.022591247,0,0.058503003,0.035256083,0,0.598214506,0,0,0.004893826,0,0.041124801,0.006125064,0.004247285,0,0.015082649,0.032754356,0,1
32,492,25849,Shan,38,BURMA,0,0,0,14639.71475,15986.95961,9963.679346,74010.97317,165693.313,19992.96378,0,56146.71218,32969.30147,0,1254947.729,0,0,50340.90441,0,51339.86797,6257.524862,4317.376182,0,14494.10833,28079.94714,0,rice,maize,groundnut,onion,sunflower,1799181.075,0,0,0,0.008136877,0.008885687,0.005537897,0.041135922,0.092093739,0.011112258,0,0.031206816,0.018324616,0,0.697510521,0,0,0.027979899,0,0.028535131,0.003477985,0.002399634,0,0.008055948,0.015607071,0,1
33,493,28775,Tanintharyi,38,BURMA,0,0,0,3420.198222,5144.323823,2303.862746,22108.1378,32.0341236,4638.007327,0,13078.03757,7623.363121,0,311705.7986,0,0,0,0,6188.291432,1073.357109,1368.079381,0,2874.366178,8498.127519,0,rice,groundnut,onion,whitepotato,pigeonpea,390055.985,0,0,0,0.00876848,0.013188681,0.005906492,0.056679396,8.21E-05,0.01189062,0,0.033528617,0.019544279,0,0.799130921,0,0,0,0,0.015865136,0.002751803,0.003507392,0,0.007369112,0.021786943,0,1
34,494,28227,Yangon,38,BURMA,0,0,0,5027.790096,15154.91644,3386.744694,34374.61525,156.2445102,6818.004627,0,19225.09258,11206.56374,0,1892692.209,0,0,17.55144882,0,9096.967066,1577.865909,2011.116163,0,4225.401202,13292.57611,0,rice,groundnut,onion,cotton,whitepotato,2018263.659,0,0,0,0.002491146,0.007508888,0.001678049,0.017031776,7.74E-05,0.003378154,0,0.00952556,0.005552577,0,0.937782435,0,0,8.70E-06,0,0.004507323,0.000781794,0.000996459,0,0.002093582,0.006586145,0,1
35,512,29241,Area Under National Administration,40,CAMBODIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,barley,cabbage,carrot,chickpea,cotton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,513,28976,Banteay Mean Choay,40,CAMBODIA,0,0,0,0,75.83503766,0,74.88634576,11707.3453,0,0,0,0,0,230818.4794,0,0,811.24119,0,0,1888.710116,233.4494868,0,0,0,0,rice,maize,sweetpotato,soybean,tobacco,245609.9468,0,0,0,0,0.000308762,0,0.000304899,0.047666414,0,0,0,0,0,0.939776594,0,0,0.003302966,0,0,0.007689876,0.000950489,0,0,0,0,1
37,514,29253,Batdambang,40,CAMBODIA,0,0,0,0,19.40624724,0,782.4846428,58184.06304,0,0,0,0,0,321470.6845,0,0,5206.462465,0,0,2052.789989,15.97401894,0,0,0,0,rice,maize,soybean,sweetpotato,groundnut,387731.8649,0,0,0,0,5.01E-05,0,0.002018108,0.150062629,0,0,0,0,0,0.829105662,0,0,0.013427997,0,0,0.005294355,4.12E-05,0,0,0,0,1
38,515,29293,Kampong Cham,40,CAMBODIA,0,0,0,0,8.308409947,0,1390.760667,8364.913541,0,0,0,0,0,378527.8178,0,0,26923.86512,0,0,2453.400694,5456.849855,0,0,0,0,rice,soybean,maize,tobacco,sweetpotato,423125.9161,0,0,0,0,1.96E-05,0,0.003286872,0.019769325,0,0,0,0,0,0.894598519,0,0,0.063630858,0,0,0.005798276,0.012896515,0,0,0,0,1
39,516,29230,Kampong Chhnang,40,CAMBODIA,0,0,0,0,10.0214685,0,128.5599107,1031.44628,0,0,0,0,0,151080.6735,0,0,0.974056832,0,0,1259.259827,42.03516084,0,0,0,0,rice,sweetpotato,maize,groundnut,tobacco,153552.9702,0,0,0,0,6.53E-05,0,0.000837235,0.006717202,0,0,0,0,0,0.983899389,0,0,6.34E-06,0,0,0.008200817,0.00027375,0,0,0,0,1
40,517,30024,Kampong Spoe,40,CAMBODIA,0,0,0,0,11.12681193,0,160.0835098,896.1332183,0,0,0,0,0,137902.0359,0,0,0,0,0,1983.929798,62.93841489,0,0,0,0,rice,sweetpotato,maize,groundnut,tobacco,141016.2477,0,0,0,0,7.89E-05,0,0.001135213,0.006354822,0,0,0,0,0,0.977915937,0,0,0,0,0,0.014068803,0.00044632,0,0,0,0,1
41,518,29224,Kampong Thum,40,CAMBODIA,0,0,0,0,4.415545352,0,128.2262848,1028.484706,0,0,0,0,0,175263.5717,0,0,2536.043203,0,0,1826.866368,3.579925649,0,0,0,0,rice,soybean,sweetpotato,maize,groundnut,180791.1877,0,0,0,0,2.44E-05,0,0.000709251,0.005688799,0,0,0,0,0,0.969425412,0,0,0.014027471,0,0,0.010104842,1.98E-05,0,0,0,0,1
42,519,30302,Kampot,40,CAMBODIA,0,74.53473663,0,0,9.761955669,0,265.5714198,2766.532989,0,0,36.4317131,0,0,297531.1794,0,0,0,0,0,1411.578393,90.82442736,0,0,38.00259781,0,rice,maize,sweetpotato,groundnut,tobacco,302224.4176,0,0.00024662,0,0,3.23E-05,0,0.000878723,0.009153903,0,0,0.000120545,0,0,0.984471016,0,0,0,0,0,0.00467063,0.00030052,0,0,0.000125743,0,1
43,520,30123,Kandal,40,CAMBODIA,0,0,0,0,6.271785542,0,1425.66233,12260.53911,0,0,0,0,0,207582.3992,0,0,89.65569878,0,0,1196.489015,147.4105622,0,0,0,0,rice,maize,groundnut,sweetpotato,tobacco,222708.4277,0,0,0,0,2.82E-05,0,0.006401475,0.055051976,0,0,0,0,0,0.932081472,0,0,0.00040257,0,0,0.005372446,0.000661899,0,0,0,0,1
44,521,30038,Kaoh Kong,40,CAMBODIA,0,0,0,0,2.933568584,0,91.639706,2253.820547,0,0,0,0,0,49612.57234,0,0,181.2837107,0,0,694.8110774,89.95116765,0,0,0,0,rice,maize,sweetpotato,soybean,groundnut,52927.01212,0,0,0,0,5.54E-05,0,0.001731435,0.042583559,0,0,0,0,0,0.937377161,0,0,0.003425164,0,0,0.013127722,0.001699532,0,0,0,0,1
45,522,30261,Keb,40,CAMBODIA,0,0,0,0,0.20272781,0,11.37628222,120.2618523,0,0,0,0,0,12450.20117,0,0,0,0,0,48.01576233,11.85974598,0,0,0,0,rice,maize,sweetpotato,tobacco,groundnut,12641.91754,0,0,0,0,1.60E-05,0,0.000899886,0.009512944,0,0,0,0,0,0.984834866,0,0,0,0,0,0.003798139,0.000938129,0,0,0,0,1
46,523,29512,Kracheh,40,CAMBODIA,0,0,0,0,3.084226422,0,98.56242023,1824.928379,0,0,0,0,0,43776.70001,0,0,31.29799248,0,0,1276.052906,370.6121667,0,0,0,0,rice,maize,sweetpotato,tobacco,groundnut,47381.2381,0,0,0,0,6.51E-05,0,0.002080199,0.038515844,0,0,0,0,0,0.92392478,0,0,0.000660557,0,0,0.026931607,0.007821918,0,0,0,0,1
47,524,29448,Mondol Kiri,40,CAMBODIA,0,0,0,0,1.900338955,0,267.0456006,2253.350041,0,0,0,0,0,23085.72932,0,0,345.3474611,0,0,786.7602456,158.6850399,0,0,0,0,rice,maize,sweetpotato,soybean,groundnut,26898.81805,0,0,0,0,7.06E-05,0,0.009927782,0.08377134,0,0,0,0,0,0.858243261,0,0,0.01283876,0,0,0.029248878,0.005899331,0,0,0,0,1
48,525,28874,Otdar Mean Choay,40,CAMBODIA,0,0,0,0,4.820010235,0,90.98321358,1610.763487,0,0,0,0,0,66136.97054,0,0,95.12427097,0,0,500.0169935,85.66086809,0,0,0,0,rice,maize,sweetpotato,soybean,groundnut,68524.33938,0,0,0,0,7.03E-05,0,0.00132775,0.023506443,0,0,0,0,0,0.965160279,0,0,0.001388182,0,0,0.007296925,0.001250079,0,0,0,0,1
49,526,29172,Pailin,40,CAMBODIA,0,0,0,0,0.434434544,0,41.48120832,3074.746719,0,0,0,0,0,16347.62091,0,0,275.8102846,0,0,102.8951325,0.229725261,0,0,0,0,rice,maize,soybean,sweetpotato,groundnut,19843.21842,0,0,0,0,2.19E-05,0,0.002090448,0.154952017,0,0,0,0,0,0.823839186,0,0,0.013899473,0,0,0.005185405,1.16E-05,0,0,0,0,1
50,527,29806,Phnum Penh,40,CAMBODIA,0,0,0,0,0.650612183,0,1307.958824,1231.919983,0,0,0,0,0,26538.1814,0,0,3.838429928,0,0,124.1194153,15.46721482,0,0,0,0,rice,groundnut,maize,sweetpotato,tobacco,29222.13588,0,0,0,0,2.23E-05,0,0.044759179,0.042157082,0,0,0,0,0,0.908153378,0,0,0.000131354,0,0,0.004247445,0.000529298,0,0,0,0,1
51,528,29143,Pouthisat,40,CAMBODIA,1.91228199,24.02052498,0,0,15.17708332,0,233.5068478,8640.514193,0,0,30.44862747,0,0,232576.168,0,15.44198227,690.4408188,0,1.29196167,1592.185952,32.36543123,24.6535759,0.077471562,0,0,rice,maize,sweetpotato,soybean,groundnut,243878.2048,7.84E-06,9.85E-05,0,0,6.22E-05,0,0.000957473,0.035429628,0,0,0.000124852,0,0,0.953657045,0,6.33E-05,0.002831089,0,5.30E-06,0.006528611,0.000132711,0.00010109,3.18E-07,0,0,1
